Z,Period,Group,EN,CR,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,PW,CD,Cs,Cation_H,Cation_K,Cation_Li,Cation_Na,Anion_OH,Anion_SO4
74,6,6,1.7,1.5,0,0,2,0,12.8,1,0.8,0.25,243.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,12.8,1,0.8,0.5,236,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,12.8,1,0.8,1,228.2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,12.8,1,0.8,2,220,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,12.8,1,0.8,5,208,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,3.63,2,0.6,0.2,264.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,3.63,2,0.6,0.5,244.9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,3.63,2,0.6,1,220.7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,3.63,2,0.6,2,205.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,3.63,2,0.6,4,175.4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,3.63,2,0.6,10,134.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,0,0,7.2,1,0.8,0.5,62.2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,0,0,7.2,1,0.8,1,60.2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,0,0,7.2,1,0.8,2,57,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,0,0,7.2,1,0.8,5,52.6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,0,0,7.2,1,0.8,10,48.6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,1,1,2,1,28.6,1,0.8,0.25,113,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,1,1,2,1,28.6,1,0.8,0.5,103,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,1,1,2,1,28.6,1,0.8,1,99,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,1,1,2,1,28.6,1,0.8,2,96,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,1,1,2,1,28.6,1,0.8,5,91,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,3.7,1,0.5,0.2,368,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,3.7,1,0.5,1,360,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,3.7,1,0.5,3,287,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,3.7,1,0.5,4,238,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,3.7,1,0.5,8,177,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,3.7,1,0.5,10,142,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
